Stock,Average_Daily_Return,Risk_Std,Best_Day,Worst_Day
AAPL,0.030223383921349666,1.8315882566359971,8.897424148826039,-5.867961808604793
GOOGL,0.012948865784166761,2.681940464807157,13.535901735711864,-14.049437774923401
MSFT,0.016673025205232506,2.1972788279687996,7.6556969012571585,-9.50939209618642
AMZN,0.04556335224366277,1.9355445079469715,8.226809680390224,-7.715646558618139
TSLA,-0.023001821078000487,3.790540743413315,11.000180416824756,-12.242248574195735
